#;name;country;state;massif;length_decimals;length;depth_decimals;depth;entrances;terrain_type;source;updated_year;updated_month
D231;Abisso Capitano Paff;Italy;Lombardia;Grigna Settentrionale;1400,00;1400;795,00;795;0;Limestone;www.sop.inria.fr/agos-sophia/sis/DB/;2017;4
D230;Reseau Paloume;France;Ariege;Balgueres;9994,03;9994;795,00;795;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
D229;Pozo Bajo Del Sedo;Spain;Leon;Picos de Europa;0,00;0;798,00;798;0;Limestone;Jose Luis Membrado e-mail;2016;6
D228;Avenul de sub VÉrful Grind;Romania;Arge?;Piatra Craiului Mtns.;1500,00;1500;800,00;800;0;Limestone;Alex Pologea e-mail, https://speologie.org/;2023;11
D227;Buca dell Aria Ghiaccia (di Cerignano??);Italy;Toscana;Alpi Apuane;7000,00;7000;800,00;800;0;Limestone;http://www.Class.del.g.piulunghe/profon.d'Italia;2017;6
D226;Cabrihîhle;Austria;Tennengebirge;Salzburg;1056,00;1056;801,00;801;0;Limestone;Lukas Plan email;2024;6
D225;Sima Presta;Spain;Malaga;Sierra de las Nieves;1860,00;1860;803,00;803;0;Limestone;Jose Luis Membrado e-mail;2025;1
D224;Torca de la Horcadina (L6);Spain;Leon;Picos de Europa;3285,00;3285;803,00;803;0;Limestone;.;2016;7
D223;Puts dets Tachous;France;Hautes Pyrenees;Saint-Pe-de-Bigorre;4500,00;4500;804,00;804;0;Limestone;Jean-Yves Bigot;2016;1
D222;Thorhîhle;Austria;Tennengebirge;Salzburg;8504,00;8504;804,00;804;0;Limestone;Lukas Plan email;2024;6
182;Bettenhohle;Switzerland;Obwalden;Kerns;29484,00;29484;804,00;804;0;Limestone;http://ch.speleo.info;2009;7
D220;Complesso Modonutti-Savoia;Italy;Friuli VG;Alpi Giulie;1000,00;1000;805,00;805;0;Limestone;http://www.Class.del.g.piulunghe/profon.d'Italia;2017;6
D219;Anou Boussouil;Algeria;Bouira;Djurdjura Range;3200,00;3200;805,00;805;0;Limestone;Spelunca #9;2017;6
D218;Torca de Cabeza Llambrera (MS 42)Sil De Olidesa;Spain;Leon;Picos de Europa;0,00;0;806,00;806;0;Limestone;Jose Luis Membrado e-mail;2017;11
D217;Sistema Nevero - Agua;Spain;Malaga;Sierra de las Nieves;8365,00;8365;806,00;806;0;Limestone;Jose Luis Membrado e-mail;2025;1
526;Lofererschacht;Austria;Loferer Steinberge;Salzburg;12126,00;12126;806,00;806;0;Limestone;Lukas Plan email;2024;6
223;Gouffre Lonne-Peyret (Reseau des Arres Planeres);France;Pyrenees-Atlantiques;Pierre Saint Martin;25086,00;25086;807,00;807;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
593;Grotte des Eaux Chaudes;France;Pyrenees-Atlantiques;Pic de Ger;11000,00;11000;810,00;810;0;Limestone;Jean-Yves Bigot;2016;1
D213;X'oy Tixa Nita;Mexico;Oaxaca;-;0,00;0;813,00;813;0;Limestone;International Caver No.1;1991;10
19;Sistema del Gandara;Spain;Cantabria;Porracolina;119000,00;119000;814,00;814;0;Limestone;Jose Luis Membrado e-mail;2024;2
D211;Pionerskaja;Georgia;Abkhazia;West Caucasus;1700,00;1700;815,00;815;0;Limestone;.sgs.erl.e-burg.su/~sigalov/clist.html;1997;2
D210;Sotano Tres Quimeras;Mexico;Puebla;Sierra Negra;5200,00;5200;815,00;815;0;Limestone;Desent 209;2016;9
D209;Botrova-Brezno pri gamsovi Glavici;Slovenia;Prsivec;Bohinjske planine;6000,00;6000;817,00;817;0;Limestone;Speleological Association of Slovenia, Cave Register;2016;3
D208;Sima AN.8;Spain;Nafarroa;Larra;9192,00;9192;819,00;819;0;Limestone;Jose Luis Membrado e-mail;2017;4
D207;Resumidero de El Borbollon;Mexico;San Luis Potosi;-;0,00;0;821,00;821;0;Limestone;http://www.amcs-pubs.org/longanddeep.html;2016;1
D206;Grutred-Hîhlensystem;Austria;Hoher Gîll;Salzburg;7015,00;7015;821,00;821;0;Limestone;Lukas Plan email;2024;6
D205;Reseau Tasques - Krakoukas;France;Pyrenees-Atlantiques;Iseye;6000,00;6000;822,00;822;0;Limestone;Xavier Robert e-mail;2019;4
242;jaskinia Wielka Sniezna;Poland;Czerwone Wierchy;Malolaczniak;23723,00;23723;824,00;824;0;Limestone;https://en.wikipedia.org/wiki/Jaskinia_Wielka_%C5%9Anie%C5%BCna;2021;2
D203;Abisso Oriano Coltelli;Italy;Toscana;Vagli di Sotto;0,00;0;825,00;825;0;Limestone;Speleologia N68P102-103;2016;6
346;Sistema de Partacua;Spain;Huesca;Pirineos;17427,00;17427;825,00;825;0;Limestone;Jose Luis Membrado e-mail;2018;8
343;Tanne aux Cochons - Tanne Froide;France;Savoie;margeriaz;17694,00;17694;825,00;825;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
129;Sistema Cueto-Coventosa-Cubera-Garma Bucebr¢n-Corzo;Spain;Cantabria;Porracolina;37258,00;37258;829,00;829;0;Limestone;Jose Luis Membrado e-mail;2021;1
D199;Hard Rock Cave;Mexico;Oaxaca;-;0,00;0;830,00;830;0;Limestone;http://www.mexicancaves.org/geninfo/longanddeep.html;2019;3
59;Jamski sustav Crnopac;Croatia;Juzni Velebit;Crnopac;63746,00;63746;830,00;830;0;Limestone;Aida Barisic;2024;10
D197;Torca del Cueto de los Calabreros (Torca T 173);Spain;Cantabria;Picos de Europa;0,00;0;831,00;831;0;Limestone;Caves and Caving N31;1986;2
D196;Mokre noge;Croatia;Dalmacija;Ladana;1563,00;1563;831,00;831;0;Limestone;Deep cave list Croatia;2019;9
D195;Kuyukuyu;Turkey;Dedegol Dag;-;1231,00;1231;832,00;832;0;Limestone;Spelunca #63;;
D194;Sotano de Trinidad;Mexico;San Luis Potosi;Xilitla;2780,00;2780;834,00;834;0;Limestone;Atlas - Great Caves of the World;2017;6
62;Arresteliako ziloa(Souffleur de Larrandaburu);France;Pyre. Atlantiques/Navarr;Pierre Saint Martin;60943,00;60943;835,00;835;0;Underwater;Die langsten Unterwasserholensysteme der Welt;2019;4
D192;Torca de la Padiorna;Spain;Cantabria;Picos de Europa;1590,00;1590;836,00;836;0;Limestone;List of Spains Longest & Deepest (WWW);1998;4
D191;Sotano de El Berro;Mexico;Veracruz;Queretaro;2029,00;2029;838,00;838;0;Limestone;Mark Minton;1995;12
D190;Sima de los Hoyos de la Yesca;Spain;Cantabria;Mortilliano;0,00;0;840,00;840;0;Limestone;Jose Luis Membrado e-mail;2016;1
D189;Gipfelloch;Austria;Tennengebirge;Salzburg;2570,00;2570;840,00;840;0;Limestone;Lukas Plan email;2024;6
D188;Wan zhang keng (Da Keng);China;Chongqing;Fuling;2110,00;2110;841,80;841;0;Limestone;LIU JIA e-mail;2019;4
D187;Abisso del Corno di Campobianco;Italy;Veneto;Asiago;0,00;0;846,00;846;0;Limestone;Speleologia N68P102-103;2016;6
260;Burgunderschacht;Austria;Totes Gebirge;Steiermark;22795,00;22795;848,00;848;0;Limestone;Lukas Plan email;2024;6
85;Sistema de Anielarra (Anialarra);Spain;Nafarroa;Larra;50161,00;50161;853,00;853;0;Limestone;Jose Luis Membrado e-mail;2025;1
D184;Gruberhornhîhle;Austria;Hoher Gîll;Salzburg;6700,00;6700;854,00;854;0;Limestone;Lukas Plan email;2024;6
D183;Hîhle in Roten Steinen;Austria;Hagengebirge;Salzburg;1717,00;1717;855,00;855;0;Limestone;Lukas Plan email;2024;6
D182;BC-10 (Kanin);Slovenia;Kaninski podi;-;2135,00;2135;856,00;856;0;Limestone;List of Slovenia's Longest & Deepest;2021;10
D181;Velika lebinca jama v Paradani;Slovenia;Tmovski gozd;Uding Borst;7311,00;7311;858,00;858;0;Limestone;Marko Erker e-mail;2020;4
D180;Trunkenboldschacht;Austria;Totes Gebirge;Oberîsterreich;1700,00;1700;859,00;859;0;Limestone;Lukas Plan email;2024;6
D179;Tafkoura;Greece;Crete;Anogia-Petradolakia;6570,00;6570;860,00;860;0;Limestone;Panagiotis Papadakos email;2024;10
D178;Pozzo nel Dito;Italy;;Grigna. Settentrionale;2789,00;2789;862,00;862;0;Limestone;Andrea Maconi e-mail;2021;10
D177;Pozu del Porru la Capilla;Spain;Asturias;Picos de Europa;1758,00;1758;863,00;863;0;Limestone;Jose Luis Membrado e-mail;2016;7
D176;Antre des Damnes;France;Isere;Correncon;5000,00;5000;865,00;865;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
D175;Abyss under the Lift;Slovenia;-;Kaninski podi;1702,00;1702;869,00;869;0;Limestone;"ˇ???""";2017;4
D174;Brezno pod Zicnico;Slovenia;-;Kanin;2531,00;2531;875,00;875;0;Limestone;Bogomir Remskar e-mail;2017;12
153;Sistema Oztotl (Rosetta-Tepetzala);Mexico;Puebla;-;34188,00;34188;878,00;878;0;Limestone;http://www.mexicancaves.org/geninfo/longanddeep.html;2019;3
D172;Abisso dei Draghi Volante(i);Italy;Toscana;Alpi Apuane;1800,00;1800;880,00;880;0;Limestone;Class.del.g.piu lunghe/profon.d'Italia;2017;6
D171;Bela Griza 1 (White dysentery);Slovenia;-;Trnovski gozd;2054,00;2054;884,00;884;0;Conglomerate;Speleological Association of Slovenia, Cave Register;2016;3
D170;Hochlecken-Gro·hîhle;Austria;Hîllengebirge;Oberîsterreich;6571,00;6571;884,00;884;0;Limestone;Lukas Plan email;2024;6
115;Silberensystem (Schwyzerschacht);Switzerland;Schwyz;Muotatal;39144,00;39144;888,40;888;0;Limestone;List of Swiss Long k& Deep Caves;2009;7
D168;Fledermauscanyn;Germany;Bavaria;-;3668,00;3668;891,00;891;0;Limestone;Andreas Wolf List of Longest Caves in Germany;2021;2
D167;Nita Cho;Mexico;Oaxaca;-;2357,00;2357;894,00;894;0;Limestone;Deep Caves of Mexico - Peter Sprouse;1989;9
D166;Gouffre Touya de Liet;France;Pyrenees-Atlantiques;Iseye;5000,00;5000;894,00;894;0;Limestone;Jean-Yves Bigot;2016;1
D165;Resumidero de la Joya Jonda (Hoya Honda);Mexico;San Luis Potosi;-;0,00;0;895,00;895;0;Limestone;http://www.mexicancaves.org/geninfo/longanddeep.html;2019;3
D164;Räseau des Zorziäres;France;Auvergne-Rhìne-Alpes;-;9774,00;9774;899,00;899;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
D163;Ouso di Passo Pratiglio;Italy;Lazio;Monti Lepini;1850,00;1850;900,00;900;0;Limestone;http://blog.libero.it/Lepinia/;2020;7
D162;Gorlo Barloga;Russia;Karachaevo/Cherkesia;Nord-West Caucasus;3000,00;3000;900,00;900;0;Limestone;www.perovo-speleo.ru/cave/gb/gb.php;2016;3
150;Sistema de la Pena de Mediodia;Spain;Huesca;Pirineos;34707,00;34707;902,00;902;0;Limestone;Jose Luis Membrado e-mail;2023;4
355;Sistema la Verdilluenga;Spain;Asturias;Picos de Europa;17196,00;17196;905,00;905;0;Limestone;Jose Luis Membrado e-mail;2017;11
D159;Abisso Cul di Bove;Italy;Molise;Matese;5000,00;5000;906,00;906;0;Limestone;http://www.Class.del.g.piulunghe/profon.d'Italia;2017;6
D158;Sistema Perrito (Nia Nga'co Nita & Nia Quien);Mexico;Oaxaca;Zongolica Reg.;7148,00;7148;906,00;906;0;Limestone;http://www.amcs-pubs.org/longanddeep.html;1999;4
D157;Brezno pod velbom-Ceska Jama;Slovenia;-;Kaninski podi;2665,00;2665;910,00;910;0;Conglomerate;Speleological Association of Slovenia, Cave Register;2016;3
D156;Torca del Jou de Cerredo;Spain;Asturias;Picos de Europa;2325,00;2325;912,00;912;0;Limestone;Jose Luis Membrado e-mail;2017;11
3;Suiyang Shuanghe Dongqun;China;Guizhou;Suiyang;417696,00;417696;912,00;912;0;Limestone;www.grottes-et-karsts-de-chine.org;2024;1
606;Trou Souffleur;France;Alpes-Cìte d'Azur;-;10853,00;10853;921,00;921;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
D152;Trnulj?ica;Slovenia;Kanin;Skala nad Glavo;1224,80;1224;924,20;924;0;Limestone;Jure Ti?ar email;2025;1
D153;Trnuljcica;Slovenia;Kanin;Skala nad Glavo;1224,80;1224;924,20;924;0;Limestone;Jure Ticar email;2025;1
D151;Abisso dello Gnomo;Italy;Toscana;Alpi Apuane;5343,00;5343;925,00;925;0;Limestone;http://www.Class.del.g.piulunghe/profon.d'Italia;2017;6
D150;Gouffre du Cambou de Liard 2;France;Pyrenees-Atlantiques;Iseye;2500,00;2500;926,00;926;0;Limestone;Atlas Des Grands Gouggres Du Monde;2017;6
171;Grotta di Monte Cucco;Italy;Umbria;Monte Cucco;31300,00;31300;929,00;929;0;Limestone;Class.del.g.piu lunghe/profon.d'Italia;2009;7
D148;Pozo de Vega Huerta (M.921, Poza Thesaurus Fragilis);Spain;Leon;Picos de Europa;0,00;0;930,00;930;0;Limestone;Jose Luis Membrado e-mail;2016;1
D147;Cave Njemica;Croatia;Biokovo;Bukovac;1741,00;1741;934,00;934;0;Limestone;Aida Bari?ic e-mail;2020;12
D146;Schnee-Maria-Hîhle;Austria;Tennengebirge;Salzburg;2956,00;2956;935,00;935;0;Limestone;Lukas Plan email;2024;6
484;Complesso (Sotterranceo) del Col Delle Erbe;Italy;Friuli VG;Canin Massif;13000,00;13000;935,00;935;0;Limestone;http://www.Class.del.g.piulunghe/profon.d'Italia;2017;6
D144;Pozu de Cabeza Muxa;Spain;Asturias;Picos de Europa;2650,00;2650;939,00;939;0;Limestone;Espeleoleg;1991;12
480;Festival'naya-Ledopadnaya (Dark Star);Uzbekistan;-;-;13000,00;13000;939,00;939;0;Limestone;Olaf KÑhler e-mail;2018;2
D142;Torca Marino;Spain;Leon;Picos de Europa;0,00;0;943,00;943;0;Limestone;Jose Luis Membrado e-mail;2016;1
D141;Tune des Renards;France;Alpes-Cìte d'Azur;-;2780,00;2780;946,00;946;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
D140;Mittehîhle P-D27;Austria;Tennengebirge;Salzburg;3055,00;3055;947,00;947;0;Limestone;Lukas Plan email;2024;6
D139;Pozo del Llastral ( Beta-3 );Spain;Leon;Picos de Europa;0,00;0;949,00;949;0;Limestone;Espeleoleg;1990;12
15;Sistema del Mortillano;Spain;Cantabria;Porra de Mortillano;148003,00;148003;950,00;950;0;Limestone;Jose Luis Membrado e-mail;2024;11
D137;Guixani N'dia Kijao;Mexico;Oaxaca;Zongolica;2292,00;2292;955,00;955;0;Limestone;http://www.amcs-pubs.org/longanddeep.html;1999;4
28;Sistema Purificacion;Mexico;Tamaulipas;Villa Hidalgo;101298,00;101298;955,00;955;0;Limestone;ˇPeter Sprouse message;2023;5
D135;Napra;Georgia;Abkhazia;West Caucasus;3170,00;3170;956,00;956;0;Limestone;Caves and Caving N28P13;2016;5
527;Sistema del Jou la Canal Parda - Canaiïn de los Desvios;Spain;Asturias;Picos de Europa;12119,00;12119;956,00;956;0;Limestone;Jose Luis Membrado e-mail;2020;8
D133;Sistema Cembavieya-Parodia;Spain;Asturias;Picos de Europa;9056,00;9056;957,00;957;0;Limestone;Jose Luis Membrado e-mail;2023;4
D132;Abisso delle Spade;Italy;Lombardia;Grigna. Settentrionale;3050,00;3050;960,00;960;0;Limestone;Andrea Maconi e-mail;2021;10
140;Complesso di Piaggia Bella;Italy;Piemonte;Marguareis;35500,00;35500;961,00;961;0;Limestone;http://www.Class.del.g.piulunghe/profon.d'Italia;2009;7
D130;Xiao Zhai Tiankeng Dong;China;Chongqing;Fengjie;5197,00;5197;964,00;964;0;Limestone;http://www.grottes-et-karsts-de-chine.org/npds/gkc_gro.php?op=deve;1996;3
187;Sistema de Tepepa (Ehecatl+Niebla);Mexico;Puebla;-;28500,00;28500;968,00;968;0;Limestone;Desent 209;2016;9
D128;Schartenschacht;Austria;Hoher Gîll;Salzburg;2542,00;2542;972,00;972;0;Limestone;Lukas Plan email;2024;6
D127;Pozo de Cuetalbo (M2);Spain;Leon;Picos de Europa;3090,00;3090;972,00;972;0;Limestone;Jose Luis Membrado e-mail;2023;4
104;Migovec (Vrtnarija) System (M-16);Slovenia;Primorska;zaledje Tolminke;43588,00;43588;972,00;972;0;Conglomerate;Marko Erker e-mail;;
D125;Torca del Valle del Agua;Spain;Asturias;Picos de Europa;9082,00;9082;974,00;974;0;Limestone;Jose Luis Membrado e-mail;2016;10
36;Barenschacht;Switzerland;Bern;Beatenberg;86026,00;86026;979,00;979;0;Limestone;Rolf Siegenthaler e-mail;2009;7
D123;Chourum des Aiguilles;France;Hautes Alpes;Devoluy;6100,00;6100;980,00;980;0;Limestone;Jean-Yves Bigot;2016;1
D122;Spluga della Preta;Italy;Veneto;Monti Lessini;4372,00;4372;985,00;985;0;Limestone;Caver Tim;2018;10
D121;Kievskaja;Uzbekistan;Uzbekistan;Gissaro-Alay;2340,00;2340;990,00;990;0;Limestone;sgs/erl.e-burg.su/~sigalov/clist.html;2018;2
D120;Torca Tortorios (Pena Carbonal, CT.1);Spain;Asturias;Picos de Europa;7781,00;7781;993,00;993;0;Limestone;Jose Luis Membrado e-mail;2016;10
D119;Tanne de la Canicule ou SD 27;France;Auvergne-Rhìne-Alpes;-;1082,00;1082;994,00;994;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
22;Reseau Felix Trombe / Henne-Morte;France;Haute-Garonne;Coume Ouarnede;117263,00;117263;1001,00;1001;0;Limestone;Liste des cavites naturelles les plus longues de France;2019;4
509;Complesso del Monte Tambura;Italy;Toscana;Alpi Apuane;12500,00;12500;1008,00;1008;0;Limestone;"Ettore Callegari e-mail;";2016;3
131;Sistema Lecherines;Spain;Huesca;Macizo de Aspe;37000,00;37000;1009,00;1009;0;Limestone;Jose Luis Membrado e-mail;2023;12
D115;Caverne du Brule De Citron Galet;France;Ile de la Reunion;Indian Ocean;680,00;680;1010,50;1010;0;Lava;Jean-Yves Bigot;2016;1
D114;Abisso di Malga Fossetta;Italy;Veneto;Alto.di Asiago;4207,00;4207;1011,00;1011;0;Limestone;www.scintilena.com/finalmente-il-primo-1000-del-veneto/06/06/;2016;6
D113;Sonconga;Mexico;Oaxaca;-;2057,00;2057;1014,00;1014;0;Limestone;http://www.amcs-pubs.org/longanddeep.html;1999;4
D112;Macola J. Huevos;Slovenia;-;Kanin;2356,00;2356;1016,00;1016;0;Conglomerate;Marko Erker e-mail;2020;4
141;Xia, Qikeng, Lanmu Shu, Miao Keng, Xiaogu Chi. Dongba Dong;China;Chongqing;Wulong;35479,00;35479;1020,00;1020;0;Limestone;LIU JIA e-mail;2019;4
122;Qikengdong;China;Chongqing;Wulong;38546,00;38546;1020,00;1020;0;Limestone;;2016;8
D109;Torca Urriellu;Spain;Asturias;Picos de Europa;4057,00;4057;1022,00;1022;0;Limestone;Mark Minton - NSS News V42N10P313-314;1984;10
D108;Bleikogelhîhle (Hedwigshîhle P351);Austria;Tennengebirge;Salzburg;2000,00;2000;1023,00;1023;0;Limestone;Lukas Plan email;2024;6
D107;Gamssteighîhle;Austria;Hoher Gîll;Salzburg;9980,00;9980;1025,00;1025;0;Limestone;Lukas Plan email;2024;6
D106;Jamski sustav Velebita;Croatia;Sj Velebit;Roanski kukovi;3346,00;3346;1026,00;1026;0;Limestone;Aida Bari?ic e-mail;2019;9
160;Ellis Basin System (Tomo Thyme, Exhaleair, & Exhalibur);New Zealand;South Island;Mt Arthur;33400,00;33400;1026,00;1026;0;Limestone;Lindsay Main NZ Speleological Soc. Info Officer;2022;5
D104;Torca Castil (PC.15) - Carbonal (CT.14);Spain;Asturias;Picos de Europa;6926,00;6926;1028,00;1028;0;Limestone;Jose Luis Membrado e-mail;2023;4
D103;Herbsthîhle (MÑanderhîhle);Austria;Tennengebirge;Salzburg;1588,00;1588;1029,00;1029;0;Limestone;Lukas Plan email;2024;6
D102;Buca Go Fredo;Italy;Toscana;Apli Apuana;1025,00;1025;1030,00;1030;0;Limestone;Caver Tim;2018;10
D101;Abisso Led Zeppelin;Italy;Friuli VG;Canin Massif;2800,00;2800;1030,00;1030;0;Limestone;WWW.CAVERINFO.COM/2011/LED-ZEPPELIN-2020 11/;2016;3
12;Hoelloch;Switzerland;Schwyz;Muotatal;209597,00;209597;1033,00;1033;0;Limestone;https://www.hoellochforschung.ch/forschung/forschungsobjekte-der-agh;2022;12
D98;Brezno specega dinozavra;Slovenia;-;Kanin;0,00;0;1040,00;1040;0;Limestone;FB;2021;10
D99;Abisso Satanachia (Buca del Muschio);Italy;Toscana;Alpi Apuane;0,00;0;1040,00;1040;0;Limestone;http://www.scintilena.com/;2016;9
135;Complesso dei Piani Eterni;Italy;Veneto;Dolomiti BL;36160,00;36160;1052,00;1052;0;Limestone;Francesco Sauro e-mail;2020;10
D96;Buca del Selcifero - Abisso Chimera;Italy;Toscana;Vagli di Sotto;9430,00;9430;1058,00;1058;0;Limestone;Speleologia N68P102-103;2016;6
D95;Abisso Mani Pulite;Italy;Toscana;Monte Tambura;1100,00;1100;1060,00;1060;0;Limestone;Speleologia N68P102-103;2017;7
D94;Dolzina jame Hudi;Slovenia;-;Kaninski podi;7500,00;7500;1060,00;1060;0;Limestone;FB;2021;11
14;Schînberg-Hîhlensystem;Austria;Totes Gebirge;Stmk/Oô;156942,00;156942;1061,00;1061;0;Limestone;Lukas Plan email;2024;6
D92;Torca la Monda;Spain;Leon;Picos de Europa;0,00;0;1063,00;1063;0;Limestone;Jose Luis Membrado e-mail;2023;1
110;Scialet de les Nuits Blanches - Superieur du clos d'Aspres;France;Isere;Vercors;42000,00;42000;1066,00;1066;0;Gypsum;Le Karst Du Gypse, Jean Yves Bigot Page 86-87;2002;7
D90;Muttseehoehle;Switzerland;Glarus;Muttsee;7880,00;7880;1070,00;1070;0;Limestone;http://ch.speleo.info;2016;6
191;JÑgerbrunntrog-Hîhlensystem;Austria;Hagengebirge;Salzburg;28026,00;28026;1078,00;1078;0;Limestone;Lukas Plan email;2024;6
D88;Zoou Cave (Dzou);Georgia;Abkhazia;West Caucasus;6000,00;6000;1090,00;1090;0;Limestone;http://www.barrier.org.ru/text/dzou.htm;2019;4
219;DôF-Sonnenleiter-Hîhlensystem;Austria;Totes Gebirge;Steiermark;25273,00;25273;1092,00;1092;0;Limestone;Lukas Plan email;2024;6
340;Sistema sima GESM - sima de la Luna;Spain;Malaga;Tolox;17940,00;17940;1098,00;1098;0;Limestone;Jose Luis Membrado e-mail;2022;3
D85;P4-Brezno rumenega maka (Kanin);Slovenia;-;Kanin;6017,00;6017;1099,00;1099;0;Limestone;Marko Erker e-mail;2020;9
D84;Gourgouthakas (Lefka Ori);Greece;Crete;Levka Ori;2384,00;2384;1100,00;1100;0;Limestone;Panagiotis Papadakos email;2024;10
652;Schneeloch;Austria;Tennengebirge;Salzburg;10319,00;10319;1101,00;1101;0;Limestone;Lukas Plan email;2024;6
511;Wildbaderhîhle;Austria;Totes Gebirge;Steiermark;12496,00;12496;1101,00;1101;0;Limestone;Lukas Plan email;2024;6
57;Kazumura Cave;USA;Hawaii;Hawaii;65500,00;65500;1101,50;1101;0;Lava;HSS Newsletter N9P7;2016;6
D80;Sistema Julagua - la Texa;Spain;Asturias;Picos de Europa;6923,00;6923;1102,00;1102;0;Limestone;Jose Luis Membrado e-mail;2016;7
D79;Abisso Pozzo della Neve;Italy;Molise;Matese;8000,00;8000;1109,00;1109;0;Limestone;Tullio Bernabei email;2022;12
D78;Arabikskaja (Kuibyshevskaja/Genrikhova Bezdna);Georgia;Abkhazia;West Caucasus;3250,00;3250;1110,00;1110;0;Limestone;www.sgs.erl.e-burg.su/~sigalov/clist.html;2019;8
D77;Grouffre du Lion (Cave of the Lion);Greece;Crete;Levka Ori;4003,00;4003;1110,00;1110;0;Limestone;Panagiotis Papadakos email;2024;10
17;Schwarzmooskogel-Hîhlensystem;Austria;Totes Gebirge;Steiermark;137746,00;137746;1111,00;1111;0;Limestone;Lukas Plan email;2024;6
38;Complesso del Monte Canin;Italy;Friuli Venezia Giulia;Chiusafoete;83800,00;83800;1118,00;1118;0;Limestone;Francesco Serafin e-mail;1999;7
143;Complesso della Carcaraia (Abisso Saragato);Italy;Toscana;Alpi Apuane;35000,00;35000;1125,00;1125;0;Limestone;Speleologia N68P102-103;2009;7
D73;Steinbockschacht;Austria;Hochschwab;Steiermark;2851,00;2851;1127,00;1127;0;Limestone;Lukas Plan email;2024;6
D72;Visnevskij;Uzbekistan;-;-;8004,00;8004;1131,00;1131;0;Limestone;Descent N282P29;2018;2
D71;Prvi Sistem Molicka (Pec) Planine (Zadnikovo Abyss);Slovenia;-;Dleskovska planota;3827,00;3827;1135,00;1135;0;Limestone;Speleological Association of Slovenia, Cave Register;2016;3
D70;Feichtner-Schachthîhle;Austria;Glocknergruppe;Salzburg;7706,00;7706;1145,00;1145;0;Limestone;Lukas Plan email;2024;6
87;Delissea Cave System;USA;Hawaii;Hawaii;49900,00;49900;1147,00;1147;0;Lava;Peter Bosted e-mail;2023;12
81;Gamslîcher-Kolowrat-Hîhlensystem;Austria;Untersberg;Salzburg;50721,00;50721;1147,00;1147;0;Limestone;Lukas Plan email;2024;6
486;Tanne des Pra d'Zeures T075;France;Haute Savoie;Tournette;13000,00;13000;1148,00;1148;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
265;Riesending-Schachthohle;Germany;Bavaria;Untersgberg Mtns.;22600,00;22600;1149,00;1149;0;Limestone;Thomas Matthalm e-mail;2019;8
113;Sistema de las Fuentes de Escuain (Badalona B15-B1);Spain;Huesca;Escuain;40217,00;40217;1151,00;1151;0;Limestone;Jose Luis Membrado e-mail;2022;12
D64;Anou Ifflis;Algeria;Bouira;Djurdjura Range;2000,00;2000;1159,00;1159;0;Limestone;Javier Lario;2010;12
D63;Abisso Perestroika;Italy;Toscana;Monte Tambura;1200,00;1200;1160,00;1160;0;Limestone;Speleologia N68P102-103;2017;7
D62;Jeskyne Iron Deep;Montenegro;Negro;Maganik;2845,00;2845;1162,00;1162;0;Limestone;Speleoforum 32 P45-50 - Czech Speleological Society;;
D61;Torca Idoubeda;Spain;Asturias;Picos de Europa;2826,00;2826;1167,00;1167;0;Limestone;Caves & Caving I84;1999;7
D60;Sima 56 de Andara(Torca del Cueto de los Senderos);Spain;Cantabria;Picos de Europa;5620,00;5620;1169,00;1169;0;Limestone;Jose Luis Membrado e-mail;2023;4
D59;JubilÑumsschacht;Austria;Hoher Gîll;Salzburg;2378,00;2378;1173,00;1173;0;Limestone;Lukas Plan email;2024;6
124;Nettlebed Cave System (Blizzard Pot top entrance,Stormy Pot);New Zealand;South Island;Mt Arthur;38252,00;38252;1174,00;1174;0;Limestone;Lindsay Main NZ Speleological Soc. Info Officer;2022;8
D57;Vandima;Slovenia;Julian Alps;Rombonski Podi;2500,00;2500;1182,00;1182;0;Limestone;Speleological Association of Slovenia, Cave Register;2016;3
D56;Sistema Nogochl (Akemabis/Santito);Mexico;Puebla;Ocotempa;6308,00;6308;1182,00;1182;0;Limestone;Al Warild / Franco Attolini;2017;4
D55;Torca Piedras Verdes;Spain;Asturias;Picos de Europa;3158,00;3158;1187,00;1187;0;Limestone;Jose Luis Membrado e-mail;2016;9
41;Complesso del Monte Corchia (Fighiera,Farol.)- Su Palu;Italy;Toscana;Alpi Apuane;76000,00;76000;1187,00;1187;0;Limestone;Guido Baroncni Turricchia e-mail;2009;7
651;Gouffre du Bracas de Thurugne 6 (Reseau de Soudet);France;Atlantiques;Pierre Saint Martin;10340,00;10340;1188,00;1188;0;Limestone;Liste des cavites naturelles les plus longues de France;2022;6
D52;Äukurpinar Dudeni;Turkey;Mersin;Anamur;3550,00;3550;1196,00;1196;0;Limestone;Wikipedia links;2020;2
D51;Skalarjevo Brezno;Slovenia;-;Kaninski podi;8039,00;8039;1197,00;1197;0;Limestone;Klemen Mihalic email;2016;3
